rc_id;rl_id;ss_id;rc_orderby;ss_name
1066510;10665;156;10;Кинотеатр Огонек
1066511;10665;158;11;ул.Черемшанская
1066512;10665;160;12;ул.Ставропольская
1066513;10665;473;13;Автостанция Вольская
1066514;10665;207;14;Площадь им. Кирова
1066515;10665;209;15;Станция метро Кировская
1066516;10665;457;16;Заводское шоссе
1066517;10665;459;17;Профтехучилище
1066518;10665;461;18;Проходная ОАО Моторостроитель
1066519;10665;463;19;ул.Береговая
1066520;10665;466;20;Завод Экран
1066601;10666;466;1;Завод Экран
1066602;10666;464;2;ул.Береговая
1066603;10666;462;3;Проходная ОАО Моторостроитель
1066604;10666;460;4;Профтехучилище
1066605;10666;458;5;Заводское шоссе
1066606;10666;210;6;Станция метро Кировская
1066607;10666;214;7;Площадь им.Кирова
1066608;10666;752;8;Площадь им.Кирова
1066609;10666;162;9;Ремесленный пер.
1066610;10666;161;10;ул.Ставропольская
1066611;10666;159;11;ул.Черемшанская
1066612;10666;157;12;Кинотеатр Огонек
1066613;10666;155;13;Шоколадная фабрика
1066614;10666;153;14;ул.Стара-Загора
1066615;10666;490;15;пр.Кирова
1066616;10666;488;16;Кинотеатр Самара
1066617;10666;132;17;ТЦ Колизей
1066618;10666;135;18;15-й микрорайон
1066619;10666;862;19;Магазин Ровесник
1066620;10666;863;20;пр. Карла Маркса
1066701;10667;863;1;пр. Карла Маркса
1066702;10667;138;2;ТЭЦ
1066703;10667;137;3;Дачи
1066704;10667;134;4;15-й микрорайон
1066705;10667;133;5;ТЦ Колизей
1066706;10667;487;6;Кинотеатр Самара
1066707;10667;489;7;пр.Кирова
1066708;10667;491;8;Поликлиника № 6
1066709;10667;493;9;ул.Воронежская
1066710;10667;189;10;ул.Ново-Вокзальная
1066711;10667;187;11;10-й микрорайон
1066712;10667;185;12;Кинотеатр Шипка
1066713;10667;184;13;Кинотеатр Шипка
1066801;10668;184;1;Кинотеатр Шипка
1066802;10668;186;2;10-й микрорайон
1066803;10668;188;3;ул.Ново-Вокзальная
1066804;10668;494;4;ул.Воронежская
1066805;10668;492;5;Поликлиника № 6
1066806;10668;490;6;пр.Кирова
1066807;10668;488;7;Кинотеатр Самара
1066808;10668;124;8;ТЦ Колизей
1066809;10668;135;9;15-й микрорайон
1066810;10668;862;10;Магазин Ровесник
1066811;10668;863;11;пр. Карла Маркса
1066901;10669;184;1;Кинотеатр Шипка
1066902;10669;186;2;10-й микрорайон
1066903;10669;188;3;ул.Ново-Вокзальная
1066904;10669;494;4;ул.Воронежская
1066905;10669;492;5;Поликлиника № 6
1066906;10669;152;6;ул.Стара-Загора
1066907;10669;154;7;Шоколадная фабрика
1066908;10669;156;8;Кинотеатр Огонек
1066909;10669;158;9;ул.Черемшанская
1066910;10669;160;10;ул.Ставропольская
1066911;10669;473;11;Автостанция Вольская
1066912;10669;207;12;Площадь им. Кирова
1066913;10669;209;13;Станция метро Кировская
1066914;10669;457;14;Заводское шоссе
1066915;10669;459;15;Профтехучилище
1066916;10669;461;16;Проходная ОАО Моторостроитель
1066917;10669;463;17;ул.Береговая
1066918;10669;466;18;Завод Экран
1086501;10865;466;1;Завод Экран
1086502;10865;464;2;ул.Береговая
1086503;10865;462;3;Проходная ОАО Моторостроитель
1086504;10865;460;4;Профтехучилище
1086505;10865;458;5;Заводское шоссе
1086506;10865;210;6;Станция метро Кировская
1086507;10865;214;7;Площадь им.Кирова
1086508;10865;752;8;Площадь им.Кирова
1086509;10865;162;9;Ремесленный пер.
1086510;10865;161;10;ул.Ставропольская
1086511;10865;159;11;ул.Черемшанская
1086512;10865;157;12;Кинотеатр Огонек
1086513;10865;155;13;Шоколадная фабрика
1086514;10865;153;14;ул.Стара-Загора
1086515;10865;491;15;Поликлиника № 6
1086516;10865;493;16;ул.Воронежская
1086517;10865;189;17;ул.Ново-Вокзальная
1086518;10865;187;18;10-й микрорайон
1086519;10865;185;19;Кинотеатр Шипка
1086520;10865;184;20;Кинотеатр Шипка
1086601;10866;184;1;Кинотеатр Шипка
1086602;10866;186;2;10-й микрорайон
1086603;10866;188;3;ул.Ново-Вокзальная
1086604;10866;494;4;ул.Воронежская
1086605;10866;492;5;Поликлиника № 6
1086606;10866;152;6;ул.Стара-Загора
1086607;10866;154;7;Шоколадная фабрика
1086608;10866;156;8;Кинотеатр Огонек
1086609;10866;158;9;ул.Черемшанская
1086610;10866;160;10;ул.Ставропольская
1086611;10866;473;11;Автостанция Вольская
1086612;10866;207;12;Площадь им. Кирова
1086613;10866;209;13;Станция метро Кировская
1086614;10866;457;14;Заводское шоссе
1086615;10866;459;15;Профтехучилище
1086616;10866;461;16;Проходная ОАО Моторостроитель
1086617;10866;463;17;ул.Береговая
1086618;10866;466;18;Завод Экран
1096501;10965;174;1;Завод Металлург
1096502;10965;173;2;Дом Одежды
1096503;10965;171;3;Площадь им.П.П.Мочалова
1096504;10965;169;4;ул.Пугачевская
1096505;10965;167;5;ул.Советская
1096506;10965;165;6;ул.Севастопольская
1096507;10965;215;7;Автостанция Вольская
1096508;10965;217;8;ул.Воронежская
1096509;10965;201;9;ул.Ново-Вокзальная
1096510;10965;199;10;ул.Александра Матросова
1096511;10965;467;11;ул.XXII Партсъезда
1096512;10965;447;12;Машиностроительный колледж
1096513;10965;445;13;ул.Советской Армии
1096514;10965;483;14;Педуниверситет
1096515;10965;481;15;ул.Карбышева
1096516;10965;479;16;ул.Ивана Булкина
1096517;10965;273;17;Дом Печати
1096518;10965;274;18;Автовокзал Центральный
1096519;10965;31;19;Аэрокосмический университет
1096520;10965;32;20;ул.Революционная
1096521;10965;176;21;Клиники Медуниверситета
1096522;10965;177;22;ул.Мичурина
1096523;10965;178;23;Выставочный центр Экспо-Волга
1096524;10965;35;24;Площадь Памяти
1096525;10965;44;25;Сквер Мичурина
1096526;10965;179;26;ул.Буянова
1096527;10965;181;27;Губернский рынок
1096528;10965;1404;28;Губернский рынок (отпр)
1096529;10965;38;29;ЦУМ Самара-Пригородный автовокзал
1096530;10965;180;30;Поликлиника
1096531;10965;143;31;Железнодорожный вокзал
1096601;10966;143;1;Железнодорожный вокзал
1096602;10966;42;2;ЦУМ Самара-Пригородный автовокзал
1096603;10966;204;3;Губернский рынок
1096604;10966;144;4;ул.Чкалова
1096605;10966;36;5;Сквер Мичурина
1096606;10966;45;6;Площадь Памяти
1096607;10966;145;7;Выставочный центр Экспо-Волга
1096608;10966;146;8;пр.Масленникова
1096609;10966;147;9;Клиники Медуниверситета
1096610;10966;79;10;ул.Революционная
1096611;10966;48;11;Аэрокосмический университет
1096612;10966;226;12;Автовокзал Центральный
1096613;10966;227;13;Дом Печати
1096614;10966;478;14;ул.Ивана Булкина
1096615;10966;480;15;ул.Карбышева
1096616;10966;482;16;Педуниверситет
1096617;10966;444;17;ул.Советской Армии
1096618;10966;446;18;Машиностроительный колледж
1096619;10966;471;19;ул.XXII Партсъезда
1096620;10966;198;20;ул.Александра Матросова
1096621;10966;200;21;ул.Ново-Вокзальная
1096622;10966;472;22;ул.Калинина
1096623;10966;218;23;ул.Воронежская
1096624;10966;216;24;Автостанция Вольская
1096625;10966;164;25;ул.Севастопольская
1096626;10966;166;26;ул.Советская
1096627;10966;168;27;ул.Пугачевская
1096628;10966;170;28;Площадь им.П.П.Мочалова
1096629;10966;172;29;Дом Одежды
1096630;10966;174;30;Завод Металлург
1186501;11865;116;1;Северное трамвайное депо
1186502;11865;81;2;Северное трамвайное депо
1186503;11865;82;3;10-й микрорайон
1186504;11865;83;4;ул.Ново-Вокзальная
1186505;11865;1416;5;Московское шоссе
1186506;11865;1289;6;ул.Солнечная
1186507;11865;1292;7;Детская больница
1186508;11865;814;8;Завод Тарасова
1186509;11865;1248;9;ТЦ Апельсин
1186510;11865;1249;10;ул.Советской Армии
1186511;11865;1420;11;ул.Гастелло
1186512;11865;1421;12;ул. Потапова
1186513;11865;1419;13;ЦПКиО
1186514;11865;1418;14;Университет-Глазная больница
1186515;11865;1457;15;Постников овраг
1186516;11865;1459;16;ул. Николая Панова
1186517;11865;358;17;КРЦ Звезда
1186518;11865;339;18;ул.Челюскинцев
1186519;11865;340;19;Площадь Героев 21-й Армии
1186520;11865;341;20;ул.Первомайская
